text,label
"The port of Chios, which has been split in two, is operating in half, following an agreement reached late Tuesday night and wires were placed separating the land zone into two parts. 
The ships are moored in the eastern part, while in the western part there are foreigners who left the hotspot of the island last Thursday.",Uses_Infrastructure
"Municipal Community of Moria 
Boiling cauldron is the local community of Moria, said President N. Trakellis. Even the coolest and most sensible people have been outraged and are calling for immediate action, after the day before yesterday's fire that broke out in the area and burned 10 acres of olive groves.",Uses_Infrastructure
"""Until a few days ago, I can say that in the village there were voices of logic, who saw things objectively and recognized the difficulties faced by foreigners, justifying some of the events that have occurred. After the latest incident of the fire, where almost all the residents are convinced that it was caused by foreigners, the indignation overflows in the local community and the atmosphere literally smells of gunpowder. ",Uses_Infrastructure
"No one knows the exact causes of the fire, as there are reports that it may have been caused by burning branches. It is well known that foreigners gather in and around the area and some of them cook or light fires to keep warm.",Uses_Infrastructure
"Hundreds of immigrants left the camp and others moved to Mytilene and others to the surrounding estates. 
Until dawn, the camp was open. Hundreds of people, mostly of Arab descent with their families, left the hotspot fearing for their safety.",Uses_Infrastructure
"Who legitimized her to ask for money from Brussels and even with unsigned documents, the motherhood of which, however, she admitted in a public statement, in the absence of the collective bodies of the Region? 
Who authorized her to turn the KEGE building in Vathi Samos into an immigrant hostel ? 
Why is she trying to turn the facilities of a foreign NGO in Eftalou into an Immigrant Reception Center , as she says, giving the free shot to the professionals and the economy of Molyvos and Petra?",Uses_Infrastructure
"N. Katrakazos complains that NGOs are trying to destroy tourism and to house immigrants in abandoned hotels, in the first phase. N. Katrakazos, in fact, essentially adopts organized protests in Samos by the productive bodies of the island.",Uses_Infrastructure
"According to the president of the local community of Mithymna, Th. Andriotis, the situation in the area is disappointing , despite the efforts made to maintain it at tolerable levels, mainly in terms of cleanliness, both on the coast and in the port.",Uses_Infrastructure
"""At the moment we are with cleaning crews of the Municipality of Lesvos, under the supervision of the deputy mayor of Cleanliness G. Katzanos and we are trying to clean the port of Mithymna from the damaged, sunken and burned boats.",Uses_Infrastructure
"At the same time, efforts are being made to clean up our shores, which have been flooded with damaged boats and lifeboats, a huge source of pollution and burden. The entire coastline of North Lesvos from Sykamia to Mithymna and Eftalou, tens of kilometers, is full of poor quality plastic.",Uses_Infrastructure
"Unfortunately, this summer will find us in a terrible situation and I am very afraid that we will not even get the blue flags we get every year . The seabed, near our shores, has received a great burden, with tons of materials, such as wood, metal objects, nails and various others, which should normally be removed before the summer with the help of experienced divers",Uses_Infrastructure
"At the same time, the presence of Non-Governmental Organizations , which are active in the reception of foreigners , dominates the area . Specifically, it is estimated that at least 200 people work in them, while several locals are employed, until recently unemployed.",Uses_Infrastructure
"All this situation can offer a temporary profit, maybe a little breath in the difficult summer that passed and in the even more difficult summer that is coming , however, as Th. Andriotis notes, in the majority of the inhabitants are not satisfied with this condition. 
""It's not a tourist move,"" he said. It is a temporary situation, from which a small percentage of residents and professionals can be satisfied, however the majority of the citizens of our village do not want this kind of development",Uses_Infrastructure
"The Molyvos that we envision and I say this with certainty, has nothing to do with the development that they place us with the uncontrolled presence of organizations in our area and the creation of refugee and immigrant centers .",Uses_Infrastructure
"
According to the president of the village, the operation of all the regional centers of hospitality and temporary accommodation has been stopped , in the area around Mithimna and Petra, after inspections carried out by the Building Service. 
The only hosting structure that works is the large Camping that has been created by the IRC Organization, in the area between Eftalou and Sykamia. All the refugees who reach the shores in small buses or vans owned by the specific Non-Governmental Organization move to this area.",Uses_Infrastructure
"Two wings with tents and containers were set on fire, which were completely destroyed, while damage containers were set on fire, which were completely destroyed, while damage was caused to the rest of the center. Miraculously we had no injuries or mourning victims. Most of the foreigners left the evacuated Center and spent the night in the surrounding fields and estates. Some tried to enter the village, but strong police forces and residents, who were at the entrance of Moria, prevented them. The local community took two or three families with small children and put them in the village park, for greater safety.",Uses_Infrastructure
"They just askits decongestion, so that their living conditions are better and the incidents of looting of their property disappear. Already during the big fire on Monday night, almost 15 acres of olive trees were burned, which belong to 3-4 inhabitants of our villages. These people were counting on the income of the estates this year. ""Who will compensate them?",Uses_Infrastructure
"It should be noted that the 60 who arrived on the island on Monday afternoon were hosted in the makeshift camp of Skala Sykamia, since the First Reception Service at the Moria registration center could not pick them up and register them due to the overtime of the employees.",Uses_Infrastructure
"The employees of the Service left the hotspot, while the fire completely destroyed eight containers with electronic equipment and three were seriously damaged. 14 firefighters and 5 vehicles of the Fire Service took part in extinguishing the fire.",Uses_Infrastructure
"In a broad meeting to be held on Thursday on our island, the stakeholders will come up with the final form that each NGO member or individual volunteer, who wants to continue to help foreigners, to continue any contribution, any presence in Lesvos, in the context of the decision of the Deputy Minister of Immigration Policy Giannis Mouzalas, to put in order the prevailing alalum and to eliminate any suspicion and rumors about the legitimacy of NGOs and voluntary organizations.",Uses_Infrastructure
"The NGOs will be asked to declare the source of their funding, the details of their members who will be on the island and the role that each of them will take on, the NGO activity and what will be under its responsibility in Lesvos, while those who will will be there to sign a solemn declaration that they have not been convicted or prosecuted for penal offenses. ",Uses_Infrastructure
"The meeting will be attended by representatives of the General Secretariat for the Aegean and Island Policy and the General Secretariat for Social Cohesion, the Mayor of Lesvos, the Port Authority, the Police Director of Lesvos and the Medical Association of Lesvos.",Uses_Infrastructure
"Only for the creation of reception centers-prisons does the EU accept to finance Greece and in fact, from national programs (NSRF), points out N. Chountis, after the answer he received from the Commission, regarding the request for support of the Aegean islands , due to the effects on their economy of the refugee crisis.",Uses_Infrastructure
"This emerges from the response of the Commissioner for Immigration Dimitris Avramopoulos to a question of the MEP of the Popular Unity, regarding the effects on the Greek economy, from the refugee crisis in the Middle East .",Uses_Infrastructure
"Despite the fact that the Greek Ministry of Economy had presented an impact study to the Commission last September, which recorded, among other things, ""high rates of flight cancellations, reduction of the tourist season, reduction of bookings for the current and next tourist season and general losses of many According to Avramopoulos' response , the Commission is completely indifferent and does not intend to strengthen the Greek islands affected by the increased migratory flows, but states that it gives (?) aid only for the creation of hot - spots and reception centers .",Uses_Infrastructure
"From this answer that, apart from the fact that more than half a billion euros has been allocated from the national programs (ie NSRF programs that supposedly should go for development) to build shelters, hot - spots , etc, not not a single euro has been spent and is not planned to be spent on financial support for the economy of these islands",Uses_Infrastructure
"Police arrested 37 suspects, including two members of NGOs, and arrested two foreigners who appeared to have played a role in the incidents. Four people were injured during the riots, while a pregnant woman who lived in the camp was taken to the General Hospital of Chios, in a state of shock.",Uses_Infrastructure
"Meanwhile, the Chios organization of the KKE denounces last night's incidents as organized provocations against refugees and residents by ""fascists and other reactionary forces"". The KKE demands ""immediate movement of refugees and migrants from the island and their release from the country, open temporary accommodation centers for refugees with humane living conditions, to close Souda and all hot spots and not to create new, as well as immediate repair of damage in the area, with the sole responsibility of the state and the municipality "".",Uses_Infrastructure
"""Unfortunately, for a year now our village has been in the eye of a 'global' cyclone, called the migration crisis. We did not cause this crisis, nor are we responsible for its creation. We accepted the problem and tried to behave with understanding, solidarity and as civilized as possible, towards all these fellow human beings. What was happening in Idomeni and took on such great proportions, is happening in our place continuously for the last 12 months and we accept it and experience it silently, without creating problems. 
During the General Assembly, the villagers were indignant and angry with the indifference of those responsible . The events of the last few days, culminating in everything that happened last Friday, have created a feeling of insecurity and anxiety among our fellow citizens, who declare that they can no longer bear it.",Uses_Infrastructure
"As the obligation to pay compensation by the victims, prevents many victims from officially reporting it to Mytilene Security, an appeal is made to anyone who wishes to help, in an effort to record and estimate the true size of this problem, informing the email address @ scriptamanent .com, recording in as much detail as possible the event they are aware of.",Uses_Infrastructure
"In any case, there are many unanswered questions about where the ship will be located and whether the aliens who will be transported there will be able to move out of it. How the toilets and the drainage will work, how and with what criteria the 1,000 to 1,500 that will be transferred to the specific space will be selected. ",Uses_Infrastructure
"The port authorities are concerned about the development. According to the president of their association, Fotis Garoufalias, there is still no complete information on the Ministry's planning regarding the custody and operation of the new Hospitality Center: 
""We fully understand that after the events of last Monday and the destruction of part of the hotspot of Moria, there is an urgent need to find a solution. We are quite concerned about how the whole system will work. We hope that the decisions that will be taken will be in the right direction. In any case, in such an activity, the existing staff should be strengthened, in order to be able to cope with their new duties "".",Uses_Infrastructure
"Mimi Dennisi, referred to her first impressions from Lesvos, emphasizing that the situation is very different from that presented by the Media and televisions. 
- ""The image of Lesvos for me was a pleasant surprise, since to be honest, I expected to see something different, of course having in mind what the media presents. 
""I know that the island is very beautiful, but today I found that it is very neat and clean, to a point that is surprising, given that for many months it has passed a great test.""",Uses_Infrastructure
"The Mayor, referring to the refugees, stressed the difficulties and the crisis that Lesvos is experiencing, pointing out that the biggest blow was dealt to the tourism sector. 
""The huge drop in tourist traffic has upset the inhabitants of our island, who feel they are being punished for the solidarity and humanity they have shown to our persecuted fellow human beings.""
",Uses_Infrastructure
"At the port 
The fact that yesterday at noon, in the port of our city, a familiar image from the nightmarish summer of 2015 was revived causes concern and concern, which caused a reasonable question. Specifically, in the fenced area of the port next to the Swimming Pool, about 75 foreigners were transferred , who according to the first information, did not ... fit in the Reception Center of Moria! which currently hosts 3,800 people.
",Uses_Infrastructure
"According to the investigation, the same afternoon, the foreigners stole from a parked truck of a 46-year-old, his mobile phone and a bag, which contained 1,930 euros, as well as various personal documents. Part of the stolen goods was found in the possession of the perpetrators and confiscated",Uses_Infrastructure
"The host countries 
Turkey is the world's largest refugee host country, with 2.5 million. Lebanon, meanwhile, has received more refugees than any other country in terms of population size (183 refugees per 1,000 inhabitants). In terms of the size of its economy, the Democratic Republic of the Congo received the most refugees (471 refugees for every dollar of GDP).",Uses_Infrastructure
"Thus, despite the efforts of the employees at the hotspot of Moria to reassure them and assure them of untrue information, about 200 foreigners left the accommodation of Moria, causing damage to two vehicles of employees, shouting slogans and marching to the city center .",Uses_Infrastructure
"The hotspot of Moria is on fire 
Motivated by the No Borders, who now have their cave on the site of the former bar-nightclub Femme Fatale, just below the hotspot of the area, the foreigners who are staying in the center of Moria set fire, late yesterday afternoon, with as a result, one wing was set on fire and one wing was burned, while the fire spread due to the winds to an adjacent olive grove.",Uses_Infrastructure
"The hospitality center was evacuated and many of the foreigners camped in the surrounding areas, while some of them, around 2,000, headed to the area of Panagiouda, but also to Mytilene. Police forces stopped them and stopped them in the area of Panagiouda, but most of them were scattered in stopped them in the area of Panagiouda, but most of them were scattered in the surrounding fields.
",Uses_Infrastructure
"At the same time, a fire broke out on olive groves near the former camp accommodation center. The intervention of the Fire Brigade was immediate, as six firefighters attempted with three vehicles, five pedestrians and two Petzetel aircraft. The fire was brought under control, while the Fire Brigade remained in the area just in case, which ultimately proved to be a savior, as the intervention in the events that followed was without any delay.",Uses_Infrastructure
"From the day of the sudden rain and the fall of the lightning that was the cause of the lights going out and having a power outage, that is, since last Wednesday, in the area of the Customs, until yesterday afternoon the damage and the residents had not been repaired they had neither electricity nor telephone. ",Uses_Infrastructure
"Finally, someone must protect the public spaces of this place and much more its citizens. It is not possible for the locals to have been displaced and completely excluded from them, afraid to approach, as they have been occupied by foreigners, with different customs, habits, reactions.",Uses_Infrastructure
"The passage through Tsamakia is prohibitive. There and in the Statue of Liberty, they sleep day and night, after dozens of foreigners have left the accommodation structures, where the inseparable prevails, creating ghettos where they settle. 
Like strays, they have created herds, lit fires in the suburban forest, dug ""burrows"" and slept inside the Castle, defecating wherever they can, creating in addition to the conditions of exclusion the most dangerous conditions for disrupting the social fabric of the city and its activities.",Uses_Infrastructure
"Commonly, it has become a ""hostel"", without being disturbed, without supervision, without the presence of patrols, without any concern from the authorities. Everything is done and left to their fate, as if nothing is running. There is an inexplicable laxity, from the consequences of which only God can now protect us.",Uses_Infrastructure
"-What happens to all the old people who are slow-moving, cumbersome and the foreigners who wander around the city center, set out to ""water"" the roses, the lawn, the low vegetation and in general the nature in our municipal garden?",Uses_Infrastructure
"Are the public toilets closed? Is there no one to operate them? or did the person in charge leave? Because if something is really going on, we wonder what will happen when an ""emergency"" situation arises. Will people run to the gardens and the neighboring shops to use the toilets or will they cross the whole market and the Historic Center, to go to the other ""branch"" in Ladadika? And if public toilets are open, by what time are they available to the public? ",Uses_Infrastructure
"We can not understand how it is possible for some foreigners who are not even registered to move and find ""warmth"" in the tents that have been set up, without knowing exactly by whom and in what capacity next to the tennis courts on the beach and near the sea of the sea. Who controls them? Why are they there? By what jurisdiction? In whose name? How is it possible to allow such arbitrariness and occupations of a fascist mentality?",Uses_Infrastructure
"leave, believing that it had to do with normal situations, as was natural and next, he was categorically refuted. And the twice-sinful man is a wise man ... Nevertheless, he said to repeat it. No difference. He announced that he will ask for the intervention and the assistance of the Police, in order to evacuate the area. We are still waiting. The occupation and pollution of the area still exists and the local authorities are watching from afar and waiting. What truth?",Uses_Infrastructure
"The criminal gang of five Algerians may have been dismantled, but the wounds remain and the fear is still nestled in the minds of the professionals of Ermos, who measure damage and try to repair it, but also to create those conditions to protect their property. and their life.",Uses_Infrastructure
"In the last few days, the information about the removal from the SOMY, the buildings that have been built to house the military with their families during their stay here, people of the armed forces, in order to settle foreigners and members of the NGOs",Uses_Infrastructure
"We did not know that public urinals work like public services. That is, they are open until 2:30 pm and then nothing. Many of our fellow citizens are protesting, saying that it makes sense for foreigners circulating in the city until the departure of the ship that will take them to Piraeus, to look for and use the public toilets until late at night. Otherwise, they will have to settle for chemicals, located in the city port. Let us not overlook the issue of hygiene and cleanliness. But, unfortunately, we are used to seeing, trampling and transporting all kinds of products from the digestive system of quadrupeds, both stray and dominant.",Uses_Infrastructure
"To see when it will be realized that some things need to be controlled and investigated. That is what needs to be done. 
Here in other ""civilized"" states a bill was passed which provides for the confiscation of refugees' valuables and cash above a certain threshold, in order to receive state benefits, just as is the case with the citizens of this country, who must have no property. item, or even if they have to sell it, to get the aid. Should we not control the slightest ??",Uses_Infrastructure
"It is said that from the distribution of 3000 portions of chicken, only 180 were consumed !!!, because he says in their place, when they slaughter chickens, they must pray ... 
We wonder how much it costs the Greek state for so many portions of food, which will eventually go to the landfill, at a time when there are thousands of Greeks who are starving and no one from the State is interested.",Uses_Infrastructure
"Everything we see in Eidomeni but also in other areas of Northern Greece in the previous days, riots, attacks, uprisings, protests, camps, scandal at the expense of foreigners, do not scare us. And it is natural, as at the end of the summer, and for a long time we witnessed similar situations, unmanageable, even if the municipal authority wanted to present a different picture. Admittedly difficult times, with people in distress, flooding every desire of land and sea in this remote place, where no one cared or rushed to take measures of relief, decongestion. No one seemed to be worried about how Lesvos, in the middle of the tourist season, would overcome the problem. Nobody talked about the pressure on the locals",Uses_Infrastructure
"The victims of foreigners were not only Greek merchants, but also managers and managers of Chinese department stores. A few days ago, two foreigners entered one of the Chinese clothing and footwear stores, put on a jacket of their choice and headed for the exit. Fortunately, they were noticed in time by the staff, who took them in pursuit and chased them until they ... hung from their shoulders.",Uses_Infrastructure
"They do not accept refugees - immigrants in PEDY Mytilene, when dusk falls, if they are not accompanied by certified NGO members or the Police, who must remain in the unit, if and for as long as required, to be treated in the short-term ward. 
This is mainly because, lately, the cases of those who allegedly asked for drugs and medical care and in fact had a deprivation problem have increased, as they were drug addicts",Uses_Infrastructure
"Very often, at the threshold of PEDY Mytilene, at night, various foreigners passed by, who allegedly asked for medicine or treatment, but their goal was to ... reach out and leave. Recently, 2 young Algerian immigrants came to the polyclinic in a bad condition due to drug use. As soon as they were given first aid, they left, stealing the doctor's seal, which was later found in a nearby trash can. 
Now for security reasons, anyone who visits PEDY Mytilene at night, will be served primarily behind the bars of the front door, explaining what exactly he wants.",Uses_Infrastructure
"At the moment, the largest percentage of the police force is engaged in guarding foreigners and the average citizen of our island is deprived of these services. Employees can not be prosecuted for the omissions of the central administration. We will move legally from now on, to protect our colleagues "".",Uses_Infrastructure
"The two foreigners who were traveling by ferry, but did not manage to get home, brought their ""treatise"". 
In a check carried out yesterday morning, after the arrival of the E / G O / G ship in the port of our city by men of the security office of the Central Port Authority of Mytilene, the two foreigners were arrested for violating the law on addictive substances.",Uses_Infrastructure
"they were arrested yesterday at dawn in the sea area of 2.5 nm. northwest of Lesvos, by officers of the Security Office and the Special Missions Squad of the Central Port Authority of Mytilene, with the participation of two floating patrols of the Coast Guard, two foreigners, a 52year-old and a 40-year-old, traffickers, who were transported by thirty-four illegal immigrants",Blaming_Migrants
"I want to assure our citizens that the city will now be clean and safe from germs and that from now on, the situation will be completely under control.",Blaming_Migrants
"The illegal immigrants are stacked along the road that passes in front of the bus stop, the school complex of the village, as a result of which the entrance of the students is difficult, while the issue of cleanliness is equally difficult to deal with. ",Blaming_Migrants
"The Association of Parents and Guardians of the High School of Mantamados, decided not to operate the school yesterday, as foreigners are stationed at the bus stop and it is not possible for the school to function properly, not even to access it.",Blaming_Migrants
"A total of 12 thousand illegal immigrants from Mytilene were estimated until yesterday at noon, with the Municipal Authority and the Non-Governmental Organizations giving an unequal fight to keep the balance as long as possible",Blaming_Migrants
